disease_id,disease_name,generated_sentence
1,뇌수막염,혹시 뇌수막염일까 봐 걱정돼.
1,뇌수막염,뇌수막염 검사 받아야 함?
1,뇌수막염,"그, 뭐냐 뇌수막염이(가) 좀 걱정은 되긴 해요."
1,뇌수막염,최근 눈부심 관련 증상이 잦아졌습니다. 커니그 징후으로 인해 집중력이 떨어지고 있습니다.
1,뇌수막염,주변에 뇌수막염 환자가 많아졌대.
1,뇌수막염,커니그 징후이(가) 안 사라지고 계속돼. 분홍색 발진이(가) 점점 심해지고 있어.
1,뇌수막염,뇌수막염 유행하고 있대.
1,뇌수막염,혹시 뇌수막염일까 걱정되고 있습니다.
1,뇌수막염,뇌수막염 검사를 예약할지 고민하고 있습니다.
1,뇌수막염,쉬어도 분홍색 발진이(가) 안 나아. 가만히 있어도 눈부심이(가) 느껴져. 저녁 되면 브루진스키 징후이(가) 더 심해져.
1,뇌수막염,"특별한 이유도 없이 두통, 경부 경직이(가) 생겨."
1,뇌수막염,뇌수막염 관련 뉴스가 자주 보여.
1,뇌수막염,"뇌수막염이(가) 유행이라던데, 난 괜찮겠지 싶기도 하고."
1,뇌수막염,최근 눈부심 관련 증상이 잦아졌습니다. 휴식 중에도 브루진스키 징후이(가) 심해지고 있습니다. 점출혈 발진이(가) 나타났습니다.
1,뇌수막염,계절 바뀔 때마다 두통이(가) 심해지는 것 같아. 브루진스키 징후이(가) 전보다 훨씬 심각해진 느낌이야. 분홍색 발진 증상이 계속되고 있어.
1,뇌수막염,"그냥 브루진스키 징후이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고."
1,뇌수막염,"커니그 징후, 경부 경직, 두통이(가) 며칠째 계속되고 있어."
1,뇌수막염,보라색 발진 있음.
1,뇌수막염,"아, 그, 뇌수막염 관련해서 조심하라는 말 들은 것 같기도 하고."
1,뇌수막염,커니그 징후이(가) 자꾸 반복돼.
1,뇌수막염,커니그 징후으로 인해 집중력이 떨어지고 있습니다. 가만히 있어도 분홍색 발진이(가) 느껴집니다.
1,뇌수막염,날씨가 변할 때마다 보라색 발진이(가) 나타납니다. 커니그 징후으로 인해 일상생활이 힘들어지고 있습니다.
1,뇌수막염,"쉬는 중인데도 눈부심, 경부 경직이(가) 심해지고 있어."
1,뇌수막염,몸에 눈부심이(가) 느껴집니다. 최근 커니그 징후 관련 증상이 잦아졌습니다. 특별한 원인 없이 경부 경직이(가) 생깁니다.
1,뇌수막염,"사실 분홍색 발진이(가) 생겼다고 하기엔 애매한데, 느낌은 좀 그래요."
1,뇌수막염,경부 경직으로 인해 집중력이 떨어지고 있습니다.
1,뇌수막염,뇌수막염 예방접종을 고려하고 있습니다.
1,뇌수막염,"스트레스 받으면 경부 경직, 커니그 징후이(가) 심해져."
1,뇌수막염,"그거 뭐지, 보라색 발진, 분홍색 발진 같은 게 생겼는데, 별일은 아니겠죠?"
1,뇌수막염,"두통, 경부 경직, 보라색 발진 생긴 것 같아요."
1,뇌수막염,경부 경직이(가) 자꾸 반복돼. 쉬는 중인데도 분홍색 발진이(가) 심해지고 있어.
1,뇌수막염,"뉴스에서 뇌수막염 관련 얘기 또 봤는데, 뭐랄까 좀 불안해요."
1,뇌수막염,뇌수막염 같음?
1,뇌수막염,"몸이 별로 안 좋은데, 뇌수막염 때문인지는 진짜 잘 모르겠어."
1,뇌수막염,뇌수막염 예방 방법을 찾고 있습니다.
1,뇌수막염,"분홍색 발진, 점출혈 발진이(가) 점점 심해지고 있어."
1,뇌수막염,"요즘 커니그 징후, 점출혈 발진, 브루진스키 징후 관련 증상이 많아졌어."
2,추간판탈출증(디스크),"운동하고 나면 목 운동에 따른 변화, 퇴행성 변화이(가) 더 심해지는 것 같아."
2,추간판탈출증(디스크),추간판탈출증(디스크) 조기 발견이 중요하대.
2,추간판탈출증(디스크),견관절 외전으로 인해 집중력이 떨어지고 있습니다.
2,추간판탈출증(디스크),"근력 소실, 견관절 외전이(가) 생기긴 했는데, 뭐랄까 대충 그냥 넘어갈 수 있을까 싶기도 해."
2,추간판탈출증(디스크),신경 압박 생긴 거 같아?
2,추간판탈출증(디스크),보행장애이(가) 계속 생겼다가 사라졌다가 하는 것 같기도 하고.
2,추간판탈출증(디스크),추간판탈출증(디스크) 같은데요?
2,추간판탈출증(디스크),추간판탈출증(디스크)인지 뭔지 모르겠음.
2,추간판탈출증(디스크),추간판탈출증(디스크) 느낌 좀 있는데요?
2,추간판탈출증(디스크),허리 통증이(가) 생긴 건지 착각인지 헷갈리긴 합니다.
2,추간판탈출증(디스크),"추간판탈출증(디스크)이(가) 심각하다고 뉴스 나오더라고요, 좀 겁나긴 하네."
2,추간판탈출증(디스크),"관절 통증, 손 운동 장애이(가) 사라지지 않고 지속되고 있습니다."
2,추간판탈출증(디스크),주변에서 추간판탈출증(디스크) 환자가 늘고 있다고 들었습니다.
2,추간판탈출증(디스크),아무튼 추간판탈출증(디스크)이(가) 신경 쓰이긴 한다니까.
2,추간판탈출증(디스크),"그거 뭐지, 방사통 같은 게 생겼는데, 별일은 아니겠죠? 처음에는 보행장애이(가) 그냥 좀 그런 거였는데, 이게 계속돼. 그거 뭐지, 목 운동에 따른 변화 같은 게 생겼는데, 별일은 아니겠죠?"
2,추간판탈출증(디스크),전염성 강한 추간판탈출증(디스크) 유행 중이래.
2,추간판탈출증(디스크),"날씨가 변할 때마다 관절 통증, 하지 근력 약화, 방사통이(가) 나타납니다."
2,추간판탈출증(디스크),"요즘 발바닥 통증, 보행장애이(가) 자주 생겨."
2,추간판탈출증(디스크),축성 경부통 약간 있음.
2,추간판탈출증(디스크),"몸이 좀 이상한데, 이게 추간판탈출증(디스크) 때문인지는 모르겠어."
2,추간판탈출증(디스크),추간판탈출증(디스크) 걸리면 좀 골치 아파질 것 같긴 해요.
2,추간판탈출증(디스크),추간판탈출증(디스크)이라던데?
2,추간판탈출증(디스크),"척추 통증, 수핵 탈출, 신경 압박이(가) 사라지지 않고 지속되고 있습니다."
2,추간판탈출증(디스크),"몸이 좀 이상한데, 퇴행성 변화 때문인 건지 뭔지 애매해. 근육 마비 때문에 계속 불편한데, 그거 있잖아요, 그런 거."
2,추간판탈출증(디스크),"운동하고 나면 보행장애, 근력 감퇴, 관절 통증이(가) 더 심해지는 것 같아."
2,추간판탈출증(디스크),쉬는 중인데도 뛰는 게 힘들어짐이(가) 심해지고 있어.
2,추간판탈출증(디스크),추간판탈출증(디스크) 걸린 것 같기도 하고 아닌 것 같기도 해요.
2,추간판탈출증(디스크),"약간 무디어진 감각 느낌이 들긴 해요, 아닌가 싶기도 하고."
2,추간판탈출증(디스크),추간판탈출증(디스크) 검사 결과 기다리는 중이야.
2,추간판탈출증(디스크),"추간판탈출증(디스크)이(가) 그렇게 무서운 건지, 잘 모르겠어 사실."
2,추간판탈출증(디스크),날씨가 변할 때마다 좌골신경통이(가) 나타납니다. 신경근증이(가) 점점 심해지고 있습니다.
2,추간판탈출증(디스크),발끝 마비이(가) 안 사라지고 계속돼. 저녁 되면 하지 근력 약화이(가) 더 심해져. 쉬는 중인데도 방사통이(가) 심해지고 있어.
2,추간판탈출증(디스크),추간판탈출증(디스크) 예방접종을 고려하고 있습니다.
2,추간판탈출증(디스크),무디어진 감각 약간 있어. 허리 통증 같아요.
2,추간판탈출증(디스크),"수핵 탈출, 통증 방사 생긴 거 같아요?"
2,추간판탈출증(디스크),밤마다 날카로운 통증이(가) 심해져. 퇴행성 변화이(가) 나타났어. 조금만 움직여도 발끝 마비이(가) 생겨.
2,추간판탈출증(디스크),추간판탈출증(디스크)이(가) 유행하고 있다는 소식을 접했습니다.
2,추간판탈출증(디스크),추간판탈출증(디스크)이냐?
2,추간판탈출증(디스크),"몸에 좀 이상이 느껴지긴 해, 추간판탈출증(디스크) 때문인지는 모르겠지만."
2,추간판탈출증(디스크),추간판탈출증(디스크) 검사를 예약할지 고민하고 있습니다.
2,추간판탈출증(디스크),수핵 탈출 생긴 거 같아? 통증 방사 조금 있는 것 같아요.
2,추간판탈출증(디스크),근력 소실이(가) 전보다 훨씬 심각해진 느낌이야. 쉬어도 발목 마비이(가) 안 나아. 요즘 방사통 관련 증상이 많아졌어.
2,추간판탈출증(디스크),병원에서도 추간판탈출증(디스크) 검사를 권장한다고 들었습니다.
2,추간판탈출증(디스크),"추간판탈출증(디스크)이(가) 유행이라던데, 난 괜찮겠지 싶기도 하고."
2,추간판탈출증(디스크),최근 추간판탈출증(디스크) 발병률이 높아졌다는 소식을 들었습니다.
2,추간판탈출증(디스크),추간판탈출증(디스크) 맞다고 봐야 하나?
2,추간판탈출증(디스크),"추간판탈출증(디스크) 같은 거 신경 안 쓰려고 했는데, 자꾸 생각나네."
2,추간판탈출증(디스크),"몸에 척추 통증, 통증 방사 같은 게 느껴지긴 하는데, 잘은 모르겠어."
2,추간판탈출증(디스크),"근육 마비, 뛰는 게 힘들어짐이(가) 며칠째 계속되고 있어."
2,추간판탈출증(디스크),요즘 요통 증상이 자주 생겨. 발바닥 통증 때문에 집중이 안 돼. 저녁 되면 저리거나 당기는 듯한 통증이(가) 더 심해져.
2,추간판탈출증(디스크),수핵 탈출이(가) 나타났습니다. 계절 변화에 따라 무겁게 느껴짐이(가) 악화되고 있습니다. 운동 후에 통증 방사이(가) 더 심해지는 것 같습니다.
2,추간판탈출증(디스크),추간판탈출증(디스크)에 대한 불안감이 커지고 있습니다.
2,추간판탈출증(디스크),근육 마비 있는 거 같음. 손 운동 장애 생겼어요. 축성 경부통 있어요.
2,추간판탈출증(디스크),"어디가 아픈 건지 무디어진 감각, 젓가락질 어려움, 축성 경부통 때문인 건지 잘 구분이 안 돼요."
2,추간판탈출증(디스크),주변에 추간판탈출증(디스크) 확진자 있어서 무서워.
2,추간판탈출증(디스크),특별한 이유도 없이 손 운동 장애이(가) 생겨.
2,추간판탈출증(디스크),"솔직히 추간판탈출증(디스크) 걸릴 일은 없겠지 싶은데, 또 모르겠네."
2,추간판탈출증(디스크),"그냥 신경근증이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고."
2,추간판탈출증(디스크),발바닥 통증 있는 거 같아. 근력 소실 생긴 거 맞아? 욱신거리는 느낌 생긴 거 같아?
2,추간판탈출증(디스크),"약간 발바닥 통증 느낌이 들긴 해요, 아닌가 싶기도 하고. 솔직히 축성 경부통이(가) 있긴 해요, 근데 신경 쓸 정도인지는 잘 모르겠어."
2,추간판탈출증(디스크),주변에 추간판탈출증(디스크) 확진자가 있어 불안합니다.
2,추간판탈출증(디스크),"별 일 없을 거라고 생각은 하는데, 추간판탈출증(디스크)이라면 좀 문제잖아요."
2,추간판탈출증(디스크),추간판탈출증(디스크) 예방접종 할까 생각 중이야.
2,추간판탈출증(디스크),그냥 추간판탈출증(디스크) 조심하라니까 나도 괜히 불안해졌어.
2,추간판탈출증(디스크),"몸에 목 운동에 따른 변화, 견관절 외전, 발바닥 통증 비슷한 게 있는데, 병원 가야 하나 모르겠어요."
2,추간판탈출증(디스크),추간판탈출증(디스크) 유행하고 있대.
2,추간판탈출증(디스크),"그거 뭐지, 발목 마비 같은 게 생겼는데, 별일은 아니겠죠? 처음에는 찌릿찌릿한 통증이(가) 그냥 좀 그런 거였는데, 이게 계속돼. 신경근증이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야."
2,추간판탈출증(디스크),"허리 통증, 축성 경부통 생긴 듯."
2,추간판탈출증(디스크),추간판탈출증(디스크) 가능성에 대해 고민하고 있습니다.
2,추간판탈출증(디스크),최근 추간판탈출증(디스크)이(가) 심각하다는 보고가 있었습니다.
2,추간판탈출증(디스크),쉬어도 관절 통증이(가) 안 나아. 밥 먹고 나면 좌골신경통이(가) 생겨.
2,추간판탈출증(디스크),추간판탈출증(디스크) 검사 예약할까 고민 중이야.
2,추간판탈출증(디스크),"최근 허혈 상태, 관절 통증, 발바닥 통증 증상이 빈번하게 발생합니다."
2,추간판탈출증(디스크),추간판탈출증(디스크) 확정인가요?
2,추간판탈출증(디스크),당기는 듯한 통증이(가) 사라지지 않고 지속되고 있습니다. 아침마다 타는 듯한 느낌 증상이 나타납니다.
2,추간판탈출증(디스크),몸에 뛰는 게 힘들어짐이(가) 느껴집니다.
2,추간판탈출증(디스크),"근력 감퇴, 근육 마비, 마비으로 인해 일상생활이 힘들어지고 있습니다."
2,추간판탈출증(디스크),밤마다 관절 통증이(가) 심해져. 특정 자세 취하면 좌골신경통이(가) 심해져. 목 운동에 따른 변화 때문에 일상생활이 힘들어.
2,추간판탈출증(디스크),혹시 추간판탈출증(디스크) 징후 아닐까 걱정돼.
2,추간판탈출증(디스크),"마비, 저리거나 당기는 듯한 통증 있는 거 같아요."
2,추간판탈출증(디스크),"허리 통증, 찌릿찌릿한 통증, 마비 생긴 거 같아요?"
2,추간판탈출증(디스크),"추간판탈출증(디스크) 검사 해야 되나, 그냥 좀 더 지켜봐야 할까 싶어요."
2,추간판탈출증(디스크),방사통 같음.
2,추간판탈출증(디스크),통증 방사이(가) 나타났습니다. 저녁이 되면 발끝 마비이(가) 심해집니다.
2,추간판탈출증(디스크),"주변에 추간판탈출증(디스크) 걸린 사람 있다던데, 좀 걱정되긴 하네."
2,추간판탈출증(디스크),근육 마비이(가) 전보다 훨씬 심각해진 느낌이야. 저리거나 당기는 듯한 통증 때문에 일상생활이 힘들어. 당기는 듯한 통증이(가) 전보다 훨씬 심각해진 느낌이야.
2,추간판탈출증(디스크),추간판탈출증(디스크) 같음?
2,추간판탈출증(디스크),"몸에 퇴행성 변화 같은 게 느껴지긴 하는데, 잘은 모르겠어."
2,추간판탈출증(디스크),찌릿찌릿한 통증 있는 거 같아요. 발끝 마비 있어요. 통증 방사 있어.
2,추간판탈출증(디스크),"추간판탈출증(디스크)이면 큰일이라는 얘기 들었는데, 막 확 와닿진 않아요."
2,추간판탈출증(디스크),몸에 근력 소실이(가) 느껴져. 밤마다 보행장애이(가) 심해져.
2,추간판탈출증(디스크),요즘 추간판탈출증(디스크) 관련 얘기 많이 들려.
3,파킨슨병,"파킨슨병 검사 받을까 싶긴 한데, 또 괜찮은 것 같기도 하고요."
3,파킨슨병,"렘수면행동장애, 환각, 가속보행이(가) 막 심한 건 아닌데 계속 찝찝해."
3,파킨슨병,파킨슨병 예방접종 할까 생각 중이야.
3,파킨슨병,파킨슨병이(가) 유행하고 있다는 소식을 접했습니다.
3,파킨슨병,"요즘 운동완만, 우울 관련 증상이 많아졌어."
3,파킨슨병,"몸에 우울 같은 게 생긴 거 같거든요, 아 근데 잘 모르겠어."
3,파킨슨병,"가속보행이(가) 생긴 건지 착각인지 헷갈리긴 합니다. 운동완만이(가) 막 심한 건 아닌데 계속 찝찝해. 몸이 좀 이상한데, 땀분비 이상 때문인 건지 뭔지 애매해."
3,파킨슨병,휴식 중에도 불면이(가) 심해지고 있습니다.
3,파킨슨병,"몸에 환각, 가속보행, 소변장애 같은 게 생긴 거 같거든요, 아 근데 잘 모르겠어."
3,파킨슨병,최근 자세 불안정이(가) 자주 발생하고 있습니다. 갑작스럽게 충동조절장애이(가) 시작되었습니다. 아침마다 운동완만 증상이 나타납니다.
3,파킨슨병,"그, 뭐랄까 우울 비슷한 거 생겼는데 좀 이상하거든. 몸에 후각기능 저하 비슷한 게 있는데, 병원 가야 하나 모르겠어요. 수면발작 생겼는데, 그게 막 아픈 건 아니고 그냥 이상해."
3,파킨슨병,"친구가 파킨슨병 이야기했는데, 괜히 찝찝하더라."
3,파킨슨병,파킨슨병에 감염될까 걱정입니다.
3,파킨슨병,"몸에 렘수면행동장애 같은 게 생긴 거 같거든요, 아 근데 잘 모르겠어."
3,파킨슨병,망상 생겼어. 자세 불안정 약간 있어요. 땀분비 이상 느낌 있어요.
3,파킨슨병,"아, 그, 파킨슨병 관련해서 조심하라는 말 들은 것 같기도 하고."
3,파킨슨병,"충동조절장애, 운동완만, 망상 같아."
3,파킨슨병,파킨슨병 확정인가요?
3,파킨슨병,"자세 및 보행이상이(가) 있긴 있는데 그냥 넘겨도 되는 건가 싶기도 하고. 몸이 좀 이상한데, 불안 때문인 건지 뭔지 애매해."
3,파킨슨병,"주변에 파킨슨병 걸린 사람 있다던데, 좀 걱정되긴 하네."
3,파킨슨병,"갑작스럽게 피로, 환각이(가) 시작되었습니다."
3,파킨슨병,"몸에 자세 및 보행이상, 피로 비슷한 게 있는데, 병원 가야 하나 모르겠어요."
3,파킨슨병,요즘 파킨슨병 심각하다고 하더라.
3,파킨슨병,가속보행 좀 있는 듯. 경축 생긴 거 같아? 우울 약간 있어요.
3,파킨슨병,파킨슨병 걸린 거야?
3,파킨슨병,우울이(가) 막 심한 건 아닌데 계속 찝찝해.
3,파킨슨병,"파킨슨병 걸리면 안 좋다는데, 정확히 뭔진 잘 모르겠어요."
3,파킨슨병,운동 후에 땀분비 이상이(가) 더 심해지는 것 같습니다. 운동 후에 불안이(가) 더 심해지는 것 같습니다. 몸에 망상이(가) 느껴집니다.
3,파킨슨병,파킨슨병 걸림?
3,파킨슨병,"요즘 운동완만, 소변장애, 환각이(가) 자주 생겨."
3,파킨슨병,"경축, 불안, 운동완만이(가) 원래 이랬나, 아니 좀 아닌 것 같기도 합니다."
3,파킨슨병,휴식 중에도 변비이(가) 심해지고 있습니다.
3,파킨슨병,요즘 파킨슨병 얘기가 많아서 좀 신경이 쓰이긴 하네.
3,파킨슨병,"불안, 피로 같아요."
3,파킨슨병,"처음에는 땀분비 이상, 안정떨림이(가) 그냥 좀 그런 거였는데, 이게 계속돼."
3,파킨슨병,"최근 피로, 환각 관련 증상이 잦아졌습니다."
3,파킨슨병,수면발작 생긴 거 같아? 후각기능 저하 생긴 것 같아요.
3,파킨슨병,파킨슨병 맞아?
3,파킨슨병,안정떨림 온 것 같아. 운동완만 느낌 있어요. 피로 생긴 듯.
3,파킨슨병,자세 불안정이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야.
3,파킨슨병,요즘 파킨슨병 경고 뉴스가 많아.
3,파킨슨병,"수면발작, 경축 때문에 집중이 안 돼."
3,파킨슨병,파킨슨병 예방접종을 고려하고 있습니다.
3,파킨슨병,뭔가 파킨슨병 관련 증상 같은 것도 느껴지는 것 같고 아닌 것 같고 그래.
3,파킨슨병,전문가들이 파킨슨병 조심하래.
3,파킨슨병,"하지불안증후군, 피로, 렘수면행동장애 온 것 같아요."
3,파킨슨병,최근 운동완만 관련 증상이 잦아졌습니다. 운동 후에 하지불안증후군이(가) 더 심해지는 것 같습니다. 최근 충동조절장애 관련 증상이 잦아졌습니다.
3,파킨슨병,"가만히 있어도 충동조절장애, 망상, 불면이(가) 느껴집니다."
3,파킨슨병,특별한 이유도 없이 렘수면행동장애이(가) 생겨.
3,파킨슨병,충동조절장애 같아.
3,파킨슨병,요즘 환각이(가) 자주 생겨. 밤마다 우울이(가) 심해져.
3,파킨슨병,"충동조절장애, 자세 및 보행이상, 안정떨림 생긴 것 같아."
3,파킨슨병,환각이(가) 점점 심해지고 있어. 날씨 바뀔 때마다 소변장애이(가) 생겨.
3,파킨슨병,자세 불안정 생겼어.
3,파킨슨병,혹시 파킨슨병 징후 아닐까 걱정돼.
3,파킨슨병,"하지불안증후군, 소변장애 때문에 계속 불편한데, 그거 있잖아요, 그런 거."
3,파킨슨병,요즘 파킨슨병 사례가 늘고 있대.
3,파킨슨병,전염성 강한 파킨슨병 유행 중이래.
3,파킨슨병,경축이(가) 생긴 건지 착각인지 헷갈리긴 합니다. 처음엔 수면발작이(가) 별거 아니었거든? 근데 지금 좀 심각한 것 같아요. 가속보행이(가) 생긴 건지 착각인지 헷갈리긴 합니다.
3,파킨슨병,"처음엔 안정떨림, 렘수면행동장애, 우울이(가) 별거 아니었거든? 근데 지금 좀 심각한 것 같아요."
3,파킨슨병,"몸이 좀 이상한데, 이게 파킨슨병 때문인지는 모르겠어."
3,파킨슨병,파킨슨병 증상에 대해 더 알아보고 있습니다.
3,파킨슨병,자세 불안정 있어요.
3,파킨슨병,파킨슨병 검사 굳이 해야 해요?
3,파킨슨병,파킨슨병 검사를 받을지 고민 중입니다.
3,파킨슨병,안정떨림 같아요. 가속보행 생겼어요.
3,파킨슨병,"저녁 되면 가속보행, 피로, 후각기능 저하이(가) 더 심해져."
3,파킨슨병,최근 운동완만 관련 증상이 잦아졌습니다.
3,파킨슨병,요즘 파킨슨병에 대한 경고가 많습니다.
3,파킨슨병,파킨슨병이(가) 확산되고 있다는 얘기를 들었습니다.
3,파킨슨병,자세 및 보행이상이(가) 전보다 더 심각해진 느낌입니다. 몸에 경축이(가) 느껴집니다.
3,파킨슨병,파킨슨병 검사를 예약할지 고민하고 있습니다.
3,파킨슨병,"불면, 땀분비 이상, 소변장애 생긴 거 같아?"
3,파킨슨병,주변에 파킨슨병 확진자 있어서 무서워.
3,파킨슨병,"갑작스럽게 경축, 땀분비 이상이(가) 시작되었습니다."
3,파킨슨병,"스트레스 받을 때 자세 불안정, 가속보행, 안정떨림이(가) 심해집니다."
3,파킨슨병,쉬는 중인데도 충동조절장애이(가) 심해지고 있어. 쉬어도 자세 및 보행이상이(가) 안 나아. 수면발작이(가) 안 사라지고 계속돼.
3,파킨슨병,아무튼 파킨슨병이(가) 신경 쓰이긴 한다니까.
3,파킨슨병,하지불안증후군 온 것 같아요.
3,파킨슨병,파킨슨병 느낌 좀 있는데요?
3,파킨슨병,아침마다 자세 및 보행이상 증상이 나타납니다.
3,파킨슨병,불안 느낌 오는 것 같아.
3,파킨슨병,파킨슨병 맞다고 봐야 하나?
3,파킨슨병,"안정떨림, 운동완만이(가) 악화되는 느낌이 듭니다."
3,파킨슨병,충동조절장애 있어. 피로 같아요. 자세 불안정 온 듯.
3,파킨슨병,파킨슨병이냐?
3,파킨슨병,환각 느낌 오는 것 같아. 망상 온 것 같아. 자세 불안정 느낌 오는 것 같아.
3,파킨슨병,파킨슨병일 수도?
3,파킨슨병,계절 바뀔 때마다 안정떨림이(가) 심해지는 것 같아.
3,파킨슨병,갑자기 자세 불안정이(가) 시작됐어.
3,파킨슨병,자세 및 보행이상 생긴 것 같아.
3,파킨슨병,"환각, 충동조절장애으로 인해 집중력이 떨어지고 있습니다."
4,보툴리눔독소증,"요즘 몸 상태가 좀 그런데, 혹시 보툴리눔독소증일까봐 좀 신경 쓰여요."
4,보툴리눔독소증,갑자기 눈꺼풀 처짐이(가) 시작됐어. 변화된 표정이(가) 며칠째 계속되고 있어.
4,보툴리눔독소증,보툴리눔독소증이(가) 유행하고 있다는 소식을 접했습니다.
4,보툴리눔독소증,"설사, 말이 어눌해짐 증상이 계속되고 있어."
4,보툴리눔독소증,"솔직히 보툴리눔독소증 걸릴 일은 없겠지 싶은데, 또 모르겠네."
4,보툴리눔독소증,보툴리눔독소증 느낌 좀 있는데요?
4,보툴리눔독소증,혹시 보툴리눔독소증일까 봐 걱정돼.
