disease_id,disease_name,generated_sentence
45,외이도염(악성 외이도염),"만성 비부비동염, 얼굴의 비대칭 그리고 대음순로 고생하고 있어요. 외이도염(악성 외이도염) 가능성이 있을까요?"
46,외이도염,"최근 피로감, 성교통을 일으킴 그리고 신경 마비가(이) 심해졌어요. 외이도염인가요?"
47,인두편도염,"최근 요도하열, 각혈 그리고 눈꺼풀부종가(이) 심해졌어요. 인두편도염인가요?"
48,만성비염,"쓴맛을 느낌, 건성 수포음 그리고 후각 감소 때문에 일상생활이 힘들어요. 만성비염을 의심해볼 수 있나요?"
49,잇몸병(치주질환),"최근 무릎쪽으로 퍼져가는 증상, 배꼽이상, 울음 소리 약해짐 그리고 성교통을 일으킴가(이) 심해졌어요. 잇몸병(치주질환)인가요?"
50,구개열,"몸에 좌골신경통 증상, 뇌간 뇌염 그리고 소변이 잘 안 나오는 증상 같은 증상이 나타났습니다. 구개열인지 걱정돼요."
51,구강건조증,몸에 성장 장애 그리고 쓴맛을 느낌 같은 증상이 나타났습니다. 구강건조증인지 걱정돼요.
52,골감소증,"영구적인 신경학적 장애, 뇌졸중 그리고 뇌졸중 때문에 일상생활이 힘들어요. 골감소증을 의심해볼 수 있나요?"
53,코뼈 골절,"소변 양 감소, 전신쇠약감 그리고 흑색변로 고생하고 있어요. 코뼈 골절 가능성이 있을까요?"
54,골다공증,"몸에 입을 벌리기 어려움, 하지 괴사 그리고 쥐가 나는 감각 같은 증상이 나타났습니다. 골다공증인지 걱정돼요."
55,"흉곽기형(오목가슴, 함몰흉, 누두흉)","최근 팔통증, 불안, 근육량 감소 그리고 운동실조가(이) 심해졌어요. 흉곽기형(오목가슴, 함몰흉, 누두흉)인가요?"
56,섬유근육통,"국소적인 감각이상, 목의 이물감 그리고 축성 경부통로 고생하고 있어요. 섬유근육통 가능성이 있을까요?"
57,평발(편평족),"현기증, 척주측만증 그리고 유두 자극 시 유루증로 고생하고 있어요. 평발(편평족) 가능성이 있을까요?"
58,염좌,"최근 궤양, 말초관절염 그리고 자궁 출혈가(이) 심해졌어요. 염좌인가요?"
60,골관절염,"최근 편측 마비, 찌릿찌릿한 통증, 불쾌한 발 냄새 그리고 눈을 감지 못함가(이) 심해졌어요. 골관절염인가요?"
61,요통,"복벽에 붙어있는 복부통증, 수포음 그리고 심내막염 증상이 나타나고 있어요. 혹시 요통일까요?"
62,척추관 협착증,"지구력 저하, 잘 낫지 않는 현상, 다리 부음 그리고 소변이 새는 증상 증상이 나타나고 있어요. 혹시 척추관 협착증일까요?"
63,척추의 형태 이상(척추측만증),"하복부의 불쾌감, 이산화탄소 분압 감소 그리고 늑막염 증상이 나타나고 있어요. 혹시 척추의 형태 이상(척추측만증)일까요?"
64,척추의 형태 이상(척추 후만증),"일시적인 황달, 전신 통증 그리고 관절 쑤심로 고생하고 있어요. 척추의 형태 이상(척추 후만증) 가능성이 있을까요?"
65,좌골신경통,"최근 살찜, 어지럽다 그리고 음식물의 잔류감가(이) 심해졌어요. 좌골신경통인가요?"
66,노인 보행장애,"근육 마비, 정신 착란, 동공운동장애 그리고 척주측만증 때문에 일상생활이 힘들어요. 노인 보행장애을 의심해볼 수 있나요?"
67,반월상 연골판 손상,몸에 느린 맥박 그리고 비전형적 흉통 같은 증상이 나타났습니다. 반월상 연골판 손상인지 걱정돼요.
68,무릎 인대 손상 ,근위축 그리고 무기력증로 고생하고 있어요. 무릎 인대 손상  가능성이 있을까요?
69,골수염,"몸에 점액변, 만성 후두증상 그리고 두드러기 같은 증상이 나타났습니다. 골수염인지 걱정돼요."
70,연조직염(봉와직염),"태발진, 가려움, 손떨림 그리고 근육 마비 때문에 일상생활이 힘들어요. 연조직염(봉와직염)을 의심해볼 수 있나요?"
71,발 백선(무좀),"최근 압박성 괴사, 피부 발적, 재채기 그리고 피부 붉음가(이) 심해졌어요. 발 백선(무좀)인가요?"
72,수족구병(손발입병),"최근 감염, 이상감각 그리고 저리거나 당기는 듯한 통증가(이) 심해졌어요. 수족구병(손발입병)인가요?"
73,안면홍조,"최근 혼수, 발목 마비, 간성뇌증 그리고 탈홍증가(이) 심해졌어요. 안면홍조인가요?"
74,일광화상,"몸에 잔변감, 근육 경련 그리고 팔다리 힘이 빠짐 같은 증상이 나타났습니다. 일광화상인지 걱정돼요."
75,농가진,"산발적수포, 구역감 그리고 농양로 고생하고 있어요. 농가진 가능성이 있을까요?"
77,켈로이드,두근거림 그리고 소변량 감소 증상이 나타나고 있어요. 혹시 켈로이드일까요?
78,여드름,"최근 음핵, 통증을 동반한 결절 그리고 신체 변화가(이) 심해졌어요. 여드름인가요?"
79,소아발진,"눈떨림, 국소적인 쑤시는 느낌 그리고 콧물로 고생하고 있어요. 소아발진 가능성이 있을까요?"
80,원형탈모,"입덧, 농포 그리고 궤양로 고생하고 있어요. 원형탈모 가능성이 있을까요?"
81,백반증,"복통, 야맹증, 각막에 반복되는 상처 그리고 거품이나 피가 섞인 가래 때문에 일상생활이 힘들어요. 백반증을 의심해볼 수 있나요?"
82,굳은살과 티눈,"몸에 관절통, 안면피부 부종 그리고 흉부 불쾌감 같은 증상이 나타났습니다. 굳은살과 티눈인지 걱정돼요."
83,자극접촉피부염,"동통, 건성 수포음 그리고 분홍색 발진 증상이 나타나고 있어요. 혹시 자극접촉피부염일까요?"
84,모소낭,"결절, 결막 출혈, 치열 그리고 경련 때문에 일상생활이 힘들어요. 모소낭을 의심해볼 수 있나요?"
85,여성형유방,입꼬리만 올라감 그리고 뼈성장 지연로 고생하고 있어요. 여성형유방 가능성이 있을까요?
86,갑상선염,"월경, 맥박이 안 만져지기 그리고 섬망로 고생하고 있어요. 갑상선염 가능성이 있을까요?"
87,조기난소부전,"체지방 증가, 안통 그리고 성욕 저하로 고생하고 있어요. 조기난소부전 가능성이 있을까요?"
88,유루증,"눈꺼풀 아래 감각이상, 광범위한 침윤소견, 어지러움 그리고 배변 횟수로 고생하고 있어요. 유루증 가능성이 있을까요?"
89,갑상선기능저하증,"최근 맥이 빠짐, 신경성 간헐적 파행 그리고 배뇨가 잘 되지 않음가(이) 심해졌어요. 갑상선기능저하증인가요?"
90,성조숙증,직장탈출증 때문에 일상생활이 힘들어요. 성조숙증을 의심해볼 수 있나요?
91,갑상선기능항진증,"만성 복통, 생식기 위축, 삼출성중이염 그리고 수유장애로 고생하고 있어요. 갑상선기능항진증 가능성이 있을까요?"
92,"당뇨병 합병증(급성 합병증_당뇨병케토산증, 고혈당고삼투질상태)","몸에 성욕 감퇴, 당혹감 그리고 뇌막염 같은 증상이 나타났습니다. 당뇨병 합병증(급성 합병증_당뇨병케토산증, 고혈당고삼투질상태)인지 걱정돼요."
93,당뇨병 합병증(급성 합병증_저혈당),"촉각 이상, 복벽에 붙어있는 복부통증, 목 통증 그리고 따끔거림로 고생하고 있어요. 당뇨병 합병증(급성 합병증_저혈당) 가능성이 있을까요?"
94,소아 비만,"숨참, 코감기, 체지방 증가 그리고 성장지연 때문에 일상생활이 힘들어요. 소아 비만을 의심해볼 수 있나요?"
95,선천갑상샘저하증,"담낭 팽팽함, 복압, 수유 장애 그리고 목 운동에 따른 변화 때문에 일상생활이 힘들어요. 선천갑상샘저하증을 의심해볼 수 있나요?"
96,부신부전증,"최근 괴저 병변, 신경 압박 그리고 흉강압가(이) 심해졌어요. 부신부전증인가요?"
97,갑상선 양성 종양,몸에 발성통 그리고 어지러움 같은 증상이 나타났습니다. 갑상선 양성 종양인지 걱정돼요.
98,갑상선 결절,월경 불규칙 그리고 자주 소변을 보는 증상 때문에 일상생활이 힘들어요. 갑상선 결절을 의심해볼 수 있나요?
99,인플루엔자,"다리 부음, 폐동맥 압력 상승 그리고 눈 충혈로 고생하고 있어요. 인플루엔자 가능성이 있을까요?"
100,폐렴(소아),"최근 숨참는 느낌, 깊게 숨 쉬기 어려움, 척추관 협착증 그리고 산소포화도↓가(이) 심해졌어요. 폐렴(소아)인가요?"
101,천식,"코의 통증, 울렁거림 그리고 관절 통증로 고생하고 있어요. 천식 가능성이 있을까요?"
102,폐렴(성인),"몸에 열성 홍조 및 발한, 발열감 그리고 산소 부족 같은 증상이 나타났습니다. 폐렴(성인)인지 걱정돼요."
103,레지오넬라증,"두통, 가슴쓰림 그리고 유리체출혈 증상이 나타나고 있어요. 혹시 레지오넬라증일까요?"
104,감기,"몸에 날카로운 통증, 눈물이 나지 않음 그리고 신경인성 폐부종 같은 증상이 나타났습니다. 감기인지 걱정돼요."
105,급성호흡기바이러스감염증,"최근 관절 주위 압통, 무증상 궤양 그리고 한쪽 팔다리 마비가(이) 심해졌어요. 급성호흡기바이러스감염증인가요?"
106,급성호흡곤란증후군,"집중력 저하, 대변 절박증, 자궁 출혈 그리고 울혈성 심부전로 고생하고 있어요. 급성호흡곤란증후군 가능성이 있을까요?"
107,기흉,몸에 피로 그리고 팽만 같은 증상이 나타났습니다. 기흉인지 걱정돼요.
108,폐흡충증,"몸에 경련, 잔뇨감, 저칼륨성 마비 그리고 염증반응 같은 증상이 나타났습니다. 폐흡충증인지 걱정돼요."
109,비부비동염,"편두통, 다발성 장기부전 그리고 눈꺼풀 부종 때문에 일상생활이 힘들어요. 비부비동염을 의심해볼 수 있나요?"
110,폐부종,"최근 신체적 불편감, 잔변감 그리고 화농성 분비물가(이) 심해졌어요. 폐부종인가요?"
111,만성기관지염,"권태감, 골다공증 그리고 뇌경색 증상이 나타나고 있어요. 혹시 만성기관지염일까요?"
112,세기관지염,"뇌부종, 만성 기침 그리고 하지 방사통 증상이 나타나고 있어요. 혹시 세기관지염일까요?"
113,백일해,"진물이 남, 신부전 그리고 울렁거림로 고생하고 있어요. 백일해 가능성이 있을까요?"
114,노인 호흡곤란,"윗배의 통증, 만성 설사, 인후두 이물감 그리고 맥박수 증가 때문에 일상생활이 힘들어요. 노인 호흡곤란을 의심해볼 수 있나요?"
115,변형코로나바이러스감염증,"최근 수포음, 가려움증 그리고 눈통증가(이) 심해졌어요. 변형코로나바이러스감염증인가요?"
116,하지정맥류,"몸에 타는 듯한 느낌, 신체적 불편감 그리고 복부 확산 통증 같은 증상이 나타났습니다. 하지정맥류인지 걱정돼요."
117,심방중격결손증,"최근 의식 흐림, 심장내 혈전 그리고 기관지확장증가(이) 심해졌어요. 심방중격결손증인가요?"
118,만성콩팥병,"몸에 피부결손, 뇌경색, 색전증 그리고 각막확장 같은 증상이 나타났습니다. 만성콩팥병인지 걱정돼요."
119,급성 심근경색증,"두드러기, 각막의 염증, 메스꺼움 그리고 점액변로 고생하고 있어요. 급성 심근경색증 가능성이 있을까요?"
120,뇌졸중,"월경 곤란, 소변이 마렵거나 갑자기 소변이 마려움 그리고 복부의 불편함 때문에 일상생활이 힘들어요. 뇌졸중을 의심해볼 수 있나요?"
121,심부 정맥 혈전증,"성교통, 야간 호흡 곤란 발작 그리고 피부 발적 증상이 나타나고 있어요. 혹시 심부 정맥 혈전증일까요?"
122,심실중격결손증,"몸에 약해짐, 쌕쌕거리는 숨소리 그리고 뻣뻣함 같은 증상이 나타났습니다. 심실중격결손증인지 걱정돼요."
123,림프절 종대,"최근 미각 감소, 미열, 쥐가 나는 감각 그리고 전신부종가(이) 심해졌어요. 림프절 종대인가요?"
124,대동맥 박리,"몸에 장 운동 저하, 뇌수막염, 후비루 증후군 그리고 장외 기관 합병증 같은 증상이 나타났습니다. 대동맥 박리인지 걱정돼요."
125,정계정맥류,분홍색 발진 그리고 무기력 증상이 나타나고 있어요. 혹시 정계정맥류일까요?
126,감염심내막염,"선홍색 대변, 청색증, 신경근증 그리고 협심증의 증상 때문에 일상생활이 힘들어요. 감염심내막염을 의심해볼 수 있나요?"
127,심낭염(교착 심낭염),"최근 생식기 위축, 하지불안증후군, 안구 함몰 그리고 안구 돌출가(이) 심해졌어요. 심낭염(교착 심낭염)인가요?"
128,심낭염(심장눌림증),"흉통, 인후두 이물감, 전신부종 그리고 다리 부종 때문에 일상생활이 힘들어요. 심낭염(심장눌림증)을 의심해볼 수 있나요?"
129,심낭염(만성 심낭삼출),"쌍꺼풀, 배뇨통 그리고 뛰는 게 힘들어짐 때문에 일상생활이 힘들어요. 심낭염(만성 심낭삼출)을 의심해볼 수 있나요?"
130,심낭염(급성 심낭염),"숨쉬기 어려움, 위장장애, 대변 절박증 그리고 운동능력 저하 때문에 일상생활이 힘들어요. 심낭염(급성 심낭염)을 의심해볼 수 있나요?"
131,부정맥,"최근 뛰는 게 힘들어짐, 급성 발열, 반상출혈 그리고 복부팽만감가(이) 심해졌어요. 부정맥인가요?"
132,일과성 허혈 발작,"특정 국소 부위에 심한 통증, 무호흡, 성격 변화 그리고 두 개로 보이는 증상 증상이 나타나고 있어요. 혹시 일과성 허혈 발작일까요?"
133,간의 양성종양(간혈관종),"허혈성 쇼크, 대변 절박증 그리고 천명음 때문에 일상생활이 힘들어요. 간의 양성종양(간혈관종)을 의심해볼 수 있나요?"
134,심부전,"몸에 복벽에 붙어있는 복부통증, 반발통 그리고 열성 홍조 및 발한 같은 증상이 나타났습니다. 심부전인지 걱정돼요."
135,빈혈,"최근 운동실조, 콧물/코막힘, 운동 능력 감소 그리고 복부 확산 통증가(이) 심해졌어요. 빈혈인가요?"
136,대동맥류,"자궁 출혈, 종창(부종, 부기), 주기적인 질 출혈 그리고 저리거나 당기는 듯한 통증로 고생하고 있어요. 대동맥류 가능성이 있을까요?"
137,이상지질혈증,"몸에 자세 불안정, 혈압 저하 그리고 인지기능 저하 같은 증상이 나타났습니다. 이상지질혈증인지 걱정돼요."
138,중증열성혈소판감소증후군(SFTS),"전신쇠약감, 복부팽만감, 배뇨시 통증 그리고 어깨 결림로 고생하고 있어요. 중증열성혈소판감소증후군(SFTS) 가능성이 있을까요?"
139,노인 고혈압,"몸에 혈압 저하, TV나 라디오 볼륨 크게 올림 그리고 구갈 같은 증상이 나타났습니다. 노인 고혈압인지 걱정돼요."
140,폐색성죽상동맥경화증,"야간설사, 구역 그리고 숨이 턱 증상이 나타나고 있어요. 혹시 폐색성죽상동맥경화증일까요?"
141,심장 판막 질환,"몸에 혈변, 저칼륨성 마비, 기관 압박 그리고 근위축 같은 증상이 나타났습니다. 심장 판막 질환인지 걱정돼요."
142,죽상경화증,"허약감, 심한 두통 그리고 신장 감소 때문에 일상생활이 힘들어요. 죽상경화증을 의심해볼 수 있나요?"
143,감염단핵구증,"맥박이 안 만져지기, 만성적인 피곤함, 배꼽 탈장 그리고 문맥압 항진증로 고생하고 있어요. 감염단핵구증 가능성이 있을까요?"
144,위식도역류질환,"저리다, 손 떨림, 월경 곤란 그리고 어지럽다 증상이 나타나고 있어요. 혹시 위식도역류질환일까요?"
145,요충증,"이명 발생, 직장탈출증, 만성 비부비동염 그리고 만성 후두증상 증상이 나타나고 있어요. 혹시 요충증일까요?"
146,편충증,"소변을 본 후에도 개운하지 않은 증상, 하지불안증후군 그리고 성장장애 증상이 나타나고 있어요. 혹시 편충증일까요?"
147,알코올 간질환,"몸에 의식 장애, 급성 세뇨관괴사 그리고 맥박이 안 만져지기 같은 증상이 나타났습니다. 알코올 간질환인지 걱정돼요."
148,회충증,"운동 후 호흡 곤란, 인지장애, 월경 불출 그리고 낭종 증상이 나타나고 있어요. 혹시 회충증일까요?"
149,장결핵,"한쪽 또는 양쪽 귀가 울림, 직장탈출증, 냄새 잘 못 맡음 그리고 전해질 불균형 증상이 나타나고 있어요. 혹시 장결핵일까요?"
150,췌장염,"최근 냄새 잘 못 맡음, 점출혈 발진 그리고 하안검 부종가(이) 심해졌어요. 췌장염인가요?"
151,급성 충수염,"몸에 유두 자극 시 유루증, 복부불쾌감, 만성 복통 그리고 근육 마비 같은 증상이 나타났습니다. 급성 충수염인지 걱정돼요."
152,복부 팽만,"불쾌한 발 냄새, 갈증 그리고 맥박 증가로 고생하고 있어요. 복부 팽만 가능성이 있을까요?"
153,B형간염,"최근 후각 소실, 날카롭게 찌르는 듯한 통증 그리고 가려움증가(이) 심해졌어요. B형간염인가요?"
154,A형간염,"목의 동통, 울혈성 간비대, 흉부 작열감 그리고 빛, 점, 또는 선의 반짝거림 증상이 나타나고 있어요. 혹시 A형간염일까요?"
155,혈변 및 흑변(성인),"큰 소리 지나치게 시끄럽게 들림, 소변량 감소 그리고 결막 출혈로 고생하고 있어요. 혈변 및 흑변(성인) 가능성이 있을까요?"
156,궤양대장염(궤양결장염),"근육통, 림프절 비대 그리고 거품뇨 때문에 일상생활이 힘들어요. 궤양대장염(궤양결장염)을 의심해볼 수 있나요?"
157,식중독,"몸에 삼킴장애, 구역감 그리고 전신쇠약감 같은 증상이 나타났습니다. 식중독인지 걱정돼요."
158,급성 바이러스 위장관염,"최근 앉아 있는 것이 유리함, 혈압 저하 그리고 변비가(이) 심해졌어요. 급성 바이러스 위장관염인가요?"
159,복부 수술 후 장유착,폐부종로 고생하고 있어요. 복부 수술 후 장유착 가능성이 있을까요?
160,변비,"호소, 배변장애 그리고 척추 통증 때문에 일상생활이 힘들어요. 변비을 의심해볼 수 있나요?"
161,직장염,"근육통, 만성 설사 그리고 운동능력 저하 증상이 나타나고 있어요. 혹시 직장염일까요?"
162,간농양,"척추 통증, 신경성 간헐적 파행, 무기력증 그리고 울음 때문에 일상생활이 힘들어요. 간농양을 의심해볼 수 있나요?"
163,담관염,"전신 쇠약감, 머피 징후 그리고 날카로운 통증 증상이 나타나고 있어요. 혹시 담관염일까요?"
164,치핵,"최근 탈장 확인, 발열감 그리고 식욕감퇴가(이) 심해졌어요. 치핵인가요?"
165,담낭염,"혈압 저하, 뼈성장 지연 그리고 입 주변 마비 증상이 나타나고 있어요. 혹시 담낭염일까요?"
166,탈장(소아),인후두 이물감 때문에 일상생활이 힘들어요. 탈장(소아)을 의심해볼 수 있나요?
167,바렛 식도,"소변이 새는 증상, 복부불편감 그리고 호흡수 증가 증상이 나타나고 있어요. 혹시 바렛 식도일까요?"
168,식도정맥류,"최근 요독증, 신경인성 폐부종 그리고 발음 장애가(이) 심해졌어요. 식도정맥류인가요?"
169,위염,"복부 통증, 숨 가쁨 그리고 허약감 때문에 일상생활이 힘들어요. 위염을 의심해볼 수 있나요?"
170,간의 양성종양(담관낭선종),몸에 적갈색 대변 같은 증상이 나타났습니다. 간의 양성종양(담관낭선종)인지 걱정돼요.
171,간의 양성종양(국소결절증식증),전신 통증 그리고 허혈성 궤양 증상이 나타나고 있어요. 혹시 간의 양성종양(국소결절증식증)일까요?
172,간의 양성종양(간낭종),"무겁게 느껴짐, 심장 두근거림 그리고 근육통 때문에 일상생활이 힘들어요. 간의 양성종양(간낭종)을 의심해볼 수 있나요?"
173,노인 변비,"최근 날카로운 통증, 입과 목이 마름 그리고 구취가(이) 심해졌어요. 노인 변비인가요?"
174,대장게실증,"저리거나 당기는 듯한 통증, 소변이 잘 안 나오는 증상 그리고 인두통로 고생하고 있어요. 대장게실증 가능성이 있을까요?"
175,항문직장농양과 치루(항문직장농양),"신장기능 이상, 무지근한 통증, 타는 듯한 느낌 그리고 급뇨(급박뇨) 때문에 일상생활이 힘들어요. 항문직장농양과 치루(항문직장농양)을 의심해볼 수 있나요?"
176,항문직장농양과 치루(치루),"전해질 불균형, 악취 그리고 정액 때문에 일상생활이 힘들어요. 항문직장농양과 치루(치루)을 의심해볼 수 있나요?"
177,과민성장증후군,"종창, 만성 기침 그리고 옆구리와 아랫배 통증로 고생하고 있어요. 과민성장증후군 가능성이 있을까요?"
178,창자겹침증,"몸에 등 통증, 가쁜 호흡 그리고 신장 감소 같은 증상이 나타났습니다. 창자겹침증인지 걱정돼요."
179,급성 간부전,"몸에 심장 경색, 하지 감각 저하 그리고 간 질환 같은 증상이 나타났습니다. 급성 간부전인지 걱정돼요."
180,장흡충증,"몸에 턱통증, 담관 막힘, 공복감 그리고 무기력 같은 증상이 나타났습니다. 장흡충증인지 걱정돼요."
181,C형간염,"최근 조화운동불능, 폐렴, 위액 구토 그리고 명치 작열감가(이) 심해졌어요. C형간염인가요?"
182,노인 삼킴장애,"한쪽 팔다리 감각저하, 음경 모양 비정상, 운동 후 호흡 곤란 그리고 삼킴 시작이 어려움 증상이 나타나고 있어요. 혹시 노인 삼킴장애일까요?"
183,담석증,"식욕감퇴, 경련 그리고 신경근증 때문에 일상생활이 힘들어요. 담석증을 의심해볼 수 있나요?"
184,위십이지장 궤양,"기흉, 무기력 그리고 혈관확장증 때문에 일상생활이 힘들어요. 위십이지장 궤양을 의심해볼 수 있나요?"
185,메켈 게실,"물집, 전해질 불균형 그리고 요도하열로 고생하고 있어요. 메켈 게실 가능성이 있을까요?"
186,비브리오 패혈증,"어지러움, 결막하 출혈, 열성 홍조 및 발한 그리고 불안감 때문에 일상생활이 힘들어요. 비브리오 패혈증을 의심해볼 수 있나요?"
187,패혈증,"최근 귀 뒷부분 통증, 화끈거림, 눈을 감지 못함 그리고 안구통가(이) 심해졌어요. 패혈증인가요?"
188,요실금,"몸에 운동 후 호흡 곤란, 백혈구 감소 그리고 의식의 변화 같은 증상이 나타났습니다. 요실금인지 걱정돼요."
189,신장결석,"최근 시력 저하, 무력감, 따끔거림 그리고 황달가(이) 심해졌어요. 신장결석인가요?"
190,요도하열(소아),"골감소증, 보행 지장 그리고 농양 때문에 일상생활이 힘들어요. 요도하열(소아)을 의심해볼 수 있나요?"
191,갈색세포종,"몸에 식은땀 흘림, 혈뇨, 안면홍조 그리고 보행 지장 같은 증상이 나타났습니다. 갈색세포종인지 걱정돼요."
