disease_id,disease_name,generated_sentence
1,뇌수막염,보라색 발진 같음.
1,뇌수막염,눈부심 생긴 거 맞아? 브루진스키 징후 있어요. 보라색 발진 생긴 듯. 점출혈 발진 생김.
1,뇌수막염,커니그 징후 온 듯. 점출혈 발진 약간 있음. 브루진스키 징후 생긴 것 같아요. 경부 경직 생겼어요. 분홍색 발진 약간 있어요. 보라색 발진 있어요.
1,뇌수막염,뇌수막염 조기 발견이 중요하대.
1,뇌수막염,"점출혈 발진, 커니그 징후 약간 있어요."
1,뇌수막염,뇌수막염 같음?
1,뇌수막염,뇌수막염인 것 같아.
2,추간판탈출증(디스크),욱신거리는 느낌 온 것 같아요. 좌골신경통 생겼어. 근력 감퇴 있음. 허혈 상태 있음. 저리거나 당기는 듯한 통증 같아. 근력 소실 생김. 뛰는 게 힘들어짐 생긴 것 같아요. 발바닥 통증 같음. 목 운동에 따른 변화 느낌 오는 것 같아. 손 운동 장애 느낌 있음. 신경근증 생긴 것 같아요. 근육 마비 약간 있어. 타는 듯한 느낌 조금 있는 것 같아요. 무겁게 느껴짐 약간 있어요.
2,추간판탈출증(디스크),주변에 추간판탈출증(디스크) 확진자가 있어 불안합니다.
2,추간판탈출증(디스크),무디어진 감각이(가) 반복적으로 나타나고 있습니다. 저녁이 되면 좌골신경통이(가) 심해집니다. 견관절 외전이(가) 나타났습니다. 최근 퇴행성 변화 증상이 빈번하게 발생합니다. 운동 후에 마비이(가) 더 심해지는 것 같습니다. 요통 증상이 계속되고 있습니다. 특정 자세를 취할 때 무겁게 느껴짐이(가) 심해집니다. 하지 근력 약화으로 인해 집중력이 떨어지고 있습니다. 수핵 탈출이(가) 전보다 더 심각해진 느낌입니다. 가벼운 움직임에도 근력 소실이(가) 발생합니다. 축성 경부통이(가) 며칠째 계속되고 있습니다. 보행장애으로 인해 일상생활이 힘들어지고 있습니다. 특정 자세를 취할 때 발끝 마비이(가) 심해집니다. 갑작스럽게 당기는 듯한 통증이(가) 시작되었습니다. 휴식 중에도 날카로운 통증이(가) 심해지고 있습니다. 휴식 중에도 발목 마비이(가) 심해지고 있습니다. 관절 통증 증상이 계속되고 있습니다. 외상으로 인해 일상생활이 힘들어지고 있습니다. 몸에 손 운동 장애이(가) 느껴집니다. 최근 방사통 증상이 빈번하게 발생합니다. 최근 허리 통증이(가) 자주 발생하고 있습니다. 최근 근력 감퇴 관련 증상이 잦아졌습니다. 젓가락질 어려움이(가) 사라지지 않고 지속되고 있습니다. 목 운동에 따른 변화이(가) 악화되는 느낌이 듭니다. 밤마다 척추 통증이(가) 심해집니다. 날씨가 변할 때마다 욱신거리는 느낌이(가) 나타납니다.
2,추간판탈출증(디스크),"몸에 무디어진 감각, 통증 방사, 발바닥 통증, 허혈 상태, 보행장애 같은 게 느껴지긴 하는데, 잘은 모르겠어."
2,추간판탈출증(디스크),무디어진 감각 증상이 계속되고 있어. 조금만 움직여도 보행장애이(가) 생겨. 특정 자세 취하면 젓가락질 어려움이(가) 심해져. 욱신거리는 느낌이(가) 며칠째 계속되고 있어. 쉬어도 불편한 감각이(가) 안 나아. 특별한 이유도 없이 신경근증이(가) 생겨. 발목 마비이(가) 나타났어. 요통이(가) 전보다 훨씬 심각해진 느낌이야. 저녁 되면 목 운동에 따른 변화이(가) 더 심해져. 요즘 하지 근력 약화 증상이 자주 생겨. 쉬는 중인데도 찌릿찌릿한 통증이(가) 심해지고 있어. 계절 바뀔 때마다 신경 압박이(가) 심해지는 것 같아. 척추 통증 증상이 계속되고 있어. 조금만 움직여도 방사통이(가) 생겨.
2,추간판탈출증(디스크),저녁이 되면 뛰는 게 힘들어짐이(가) 심해집니다. 축성 경부통이(가) 전보다 더 심각해진 느낌입니다. 목 운동에 따른 변화 증상이 계속되고 있습니다. 밤마다 통증 방사이(가) 심해집니다. 스트레스 받을 때 젓가락질 어려움이(가) 심해집니다. 계절 변화에 따라 보행장애이(가) 악화되고 있습니다. 최근 하지 근력 약화 증상이 빈번하게 발생합니다.
2,추간판탈출증(디스크),"발바닥 통증, 발목 마비, 좌골신경통, 허혈 상태, 보행장애, 발끝 마비, 손 운동 장애, 신경 압박, 근력 소실, 근육 마비, 저리거나 당기는 듯한 통증, 관절 통증, 퇴행성 변화, 통증 방사, 근력 감퇴, 신경근증, 날카로운 통증, 하지 근력 약화, 뛰는 게 힘들어짐, 마비, 목 운동에 따른 변화, 척추 통증, 엉덩이 통증, 수핵 탈출, 무겁게 느껴짐, 불편한 감각 같아."
2,추간판탈출증(디스크),"불편한 감각, 허혈 상태, 신경근증, 발바닥 통증, 목 운동에 따른 변화 같아."
2,추간판탈출증(디스크),추간판탈출증(디스크) 때문에 불안해지고 있어.
2,추간판탈출증(디스크),추간판탈출증(디스크) 관련 뉴스가 자주 보입니다.
2,추간판탈출증(디스크),"추간판탈출증(디스크)이(가) 유행이라던데, 난 괜찮겠지 싶기도 하고."
2,추간판탈출증(디스크),추간판탈출증(디스크)이(가) 의심됩니다.
2,추간판탈출증(디스크),식사 후에 척추 통증이(가) 발생하고 있습니다. 아침마다 외상 증상이 나타납니다. 축성 경부통이(가) 악화되는 느낌이 듭니다. 아침마다 신경근증 증상이 나타납니다. 밤마다 저리거나 당기는 듯한 통증이(가) 심해집니다. 밤마다 찌릿찌릿한 통증이(가) 심해집니다. 휴식을 취해도 하지 근력 약화이(가) 나아지지 않습니다. 휴식 중에도 젓가락질 어려움이(가) 심해지고 있습니다. 갑작스럽게 퇴행성 변화이(가) 시작되었습니다. 몸에 날카로운 통증이(가) 느껴집니다. 날씨가 변할 때마다 수핵 탈출이(가) 나타납니다. 휴식 중에도 목 운동에 따른 변화이(가) 심해지고 있습니다. 근력 소실이(가) 전보다 더 심각해진 느낌입니다. 뛰는 게 힘들어짐 증상이 계속되고 있습니다. 견관절 외전이(가) 반복적으로 나타나고 있습니다. 근육 마비으로 인해 집중력이 떨어지고 있습니다.
2,추간판탈출증(디스크),"추간판탈출증(디스크) 검사 받을까 싶긴 한데, 또 괜찮은 것 같기도 하고요."
2,추간판탈출증(디스크),추간판탈출증(디스크)이냐?
2,추간판탈출증(디스크),추간판탈출증(디스크) 걱정해야 해요?
2,추간판탈출증(디스크),추간판탈출증(디스크) 예방 방법 좀 알아보고 있어.
2,추간판탈출증(디스크),"날카로운 통증, 허혈 상태, 수핵 탈출, 근력 감퇴, 발목 마비, 손 운동 장애, 신경근증, 목 운동에 따른 변화, 방사통, 뛰는 게 힘들어짐, 좌골신경통, 발끝 마비, 외상, 통증 방사, 척추 통증, 무겁게 느껴짐, 욱신거리는 느낌, 찌릿찌릿한 통증, 타는 듯한 느낌, 무디어진 감각, 보행장애, 젓가락질 어려움, 관절 통증, 요통, 저리거나 당기는 듯한 통증, 축성 경부통이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요."
2,추간판탈출증(디스크),목 운동에 따른 변화 조금 있는 것 같아요. 신경 압박 있는 거 같아. 무디어진 감각 생긴 듯. 찌릿찌릿한 통증 온 것 같아. 외상 같음. 수핵 탈출 약간 있어. 손 운동 장애 생긴 거 같아요? 보행장애 같아요. 근력 감퇴 느낌 오는 것 같아. 퇴행성 변화 생긴 거 같아? 발끝 마비 조금 있는 것 같아요. 젓가락질 어려움 생긴 것 같아. 마비 생겼어. 요통 있는 거 같아. 관절 통증 있는 거 같음. 신경근증 온 것 같아. 축성 경부통 있음. 허리 통증 약간 있음. 견관절 외전 생긴 거 맞아? 무겁게 느껴짐 있는 거 같아요. 발목 마비 느낌 있음. 발바닥 통증 생겼어. 욱신거리는 느낌 생긴 거 맞아? 엉덩이 통증 느낌 오는 것 같아. 날카로운 통증 있음.
2,추간판탈출증(디스크),추간판탈출증(디스크)인 듯?
3,파킨슨병,파킨슨병 증상에 대해 알아보는 중이야.
3,파킨슨병,환각 같음. 변비 생겼어요. 자세 불안정 생긴 듯. 피로 생김. 망상 생긴 것 같아. 불면 약간 있어. 가속보행 약간 있어요. 경축 생긴 거 같아? 땀분비 이상 생겼어요. 충동조절장애 생긴 것 같아요. 운동완만 느낌 있음. 자세 및 보행이상 느낌 있어요. 우울 생긴 거 맞아? 불안 생긴 거 같아요? 안정떨림 생겼어. 수면발작 약간 있음. 렘수면행동장애 있어요. 하지불안증후군 있는 거 같음. 소변장애 같아.
3,파킨슨병,"그냥 후각기능 저하, 가속보행, 망상, 자세 불안정, 환각, 소변장애, 경축, 자세 및 보행이상, 불면, 수면발작, 렘수면행동장애, 운동완만이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고."
3,파킨슨병,파킨슨병일 리 없죠?
3,파킨슨병,파킨슨병 걸린 거야?
3,파킨슨병,"소변장애, 렘수면행동장애, 안정떨림, 충동조절장애, 수면발작, 가속보행, 하지불안증후군, 자세 불안정, 환각, 피로, 망상, 불면, 땀분비 이상, 우울, 후각기능 저하, 변비, 운동완만, 자세 및 보행이상, 경축, 불안이(가) 있긴 있는데 병원 갈 정도까진 아닌 거 같기도 해."
3,파킨슨병,파킨슨병 예방 방법 좀 알아보고 있어.
3,파킨슨병,아무튼 파킨슨병이(가) 신경 쓰이긴 한다니까.
3,파킨슨병,"운동완만이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요. 후각기능 저하이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야. 몸에 환각 비슷한 게 있는데, 병원 가야 하나 모르겠어요. 어디가 아픈 건지 소변장애 때문인 건지 잘 구분이 안 돼요. 불안이(가) 막 심한 건 아닌데 계속 찝찝해. 수면발작이(가) 생긴 건지 착각인지 헷갈리긴 합니다. 경축이(가) 계속 생겼다가 사라졌다가 하는 것 같기도 하고. 망상이(가) 원래 이랬나, 아니 좀 아닌 것 같기도 합니다. 몸에 자세 및 보행이상 같은 게 생긴 거 같거든요, 아 근데 잘 모르겠어. 사실 불면이(가) 생겼다고 하기엔 애매한데, 느낌은 좀 그래요."
3,파킨슨병,"자세 불안정, 안정떨림 생긴 듯."
3,파킨슨병,"파킨슨병이(가) 그렇게 무서운 건지, 잘 모르겠어 사실."
3,파킨슨병,파킨슨병 위험성에 대한 안내를 받았습니다.
3,파킨슨병,"충동조절장애, 수면발작, 불안, 망상, 경축, 렘수면행동장애, 변비, 자세 및 보행이상 같아."
3,파킨슨병,소변장애 때문에 일상생활이 힘들어. 계절 바뀔 때마다 운동완만이(가) 심해지는 것 같아. 저녁 되면 가속보행이(가) 더 심해져. 자세 불안정이(가) 점점 심해지고 있어. 밥 먹고 나면 렘수면행동장애이(가) 생겨. 불안이(가) 전보다 훨씬 심각해진 느낌이야. 가만히 있어도 후각기능 저하이(가) 느껴져. 피로이(가) 점점 심해지는 것 같아.
3,파킨슨병,파킨슨병인 것 같은데요?
3,파킨슨병,파킨슨병 예방 방법을 찾고 있습니다.
3,파킨슨병,"몸이 좀 이상한데, 자세 불안정, 경축, 하지불안증후군, 땀분비 이상, 안정떨림, 소변장애, 우울, 불안, 가속보행, 렘수면행동장애, 자세 및 보행이상, 피로, 망상, 운동완만, 환각 때문인 건지 뭔지 애매해."
3,파킨슨병,파킨슨병 걸렸다고 확정된 것도 아닌데 괜히 불안해져요.
3,파킨슨병,"몸에 망상, 렘수면행동장애, 가속보행, 안정떨림, 자세 및 보행이상, 경축, 운동완만, 소변장애, 하지불안증후군, 환각, 피로, 자세 불안정 같은 게 느껴지긴 하는데, 잘은 모르겠어."
3,파킨슨병,"불안이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야. 몸이 좀 이상한데, 후각기능 저하 때문인 건지 뭔지 애매해. 어디가 아픈 건지 경축 때문인 건지 잘 구분이 안 돼요. 몸에 운동완만 비슷한 게 있는데, 병원 가야 하나 모르겠어요. 변비이(가) 있긴 있는데 그냥 넘겨도 되는 건가 싶기도 하고. 몸에 수면발작 같은 게 느껴지긴 하는데, 잘은 모르겠어. 몸이 좀 이상한데, 충동조절장애 때문인 건지 뭔지 애매해. 그거 뭐지, 망상 같은 게 생겼는데, 별일은 아니겠죠? 하지불안증후군이(가) 처음에는 괜찮았거든? 근데 지금은 좀 그렇네. 어디가 아픈 건지 가속보행 때문인 건지 잘 구분이 안 돼요. 그냥 불면이(가) 생겼다 없어졌다 하는 거 같긴 합니다만, 좀 그렇네요. 안정떨림 때문에 계속 불편한데, 그거 있잖아요, 그런 거. 자세 불안정이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요. 몸이 좀 이상한데, 환각 때문인 건지 뭔지 애매해."
4,보툴리눔독소증,보툴리눔독소증 증상에 대해 더 알아보고 있습니다.
4,보툴리눔독소증,보툴리눔독소증이(가) 의심됩니다.
4,보툴리눔독소증,보툴리눔독소증 맞아요?
4,보툴리눔독소증,"보툴리눔독소증 걸리면 안 좋다는데, 정확히 뭔진 잘 모르겠어요."
4,보툴리눔독소증,"그거 뭐지, 울음 소리 약해짐 같은 게 생겼는데, 별일은 아니겠죠? 그냥 울렁거림이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고. 말이 어눌해짐이(가) 계속 생겼다가 사라졌다가 하는 것 같기도 하고. 그거 뭐지, 변비 같은 게 생겼는데, 별일은 아니겠죠? 설사 때문에 계속 불편한데, 그거 있잖아요, 그런 거. 그냥 눈꺼풀 처짐이(가) 생겼다 없어졌다 하는 거 같긴 합니다만, 좀 그렇네요."
4,보툴리눔독소증,요즘 복통 증상이 자주 생겨. 변비 때문에 잠도 제대로 못 자. 갑자기 눈꺼풀 처짐이(가) 시작됐어. 쉬어도 말이 어눌해짐이(가) 안 나아. 밥 먹고 나면 울렁거림이(가) 생겨. 쉬는 중인데도 변화된 표정이(가) 심해지고 있어. 설사 때문에 잠도 제대로 못 자. 요즘 울음 소리 약해짐이(가) 자주 생겨.
4,보툴리눔독소증,눈꺼풀 처짐이(가) 악화되는 느낌이 듭니다. 계절 변화에 따라 말이 어눌해짐이(가) 악화되고 있습니다. 울음 소리 약해짐으로 인해 집중력이 떨어지고 있습니다. 휴식 중에도 호흡 곤란이(가) 심해지고 있습니다. 스트레스 받을 때 울렁거림이(가) 심해집니다.
4,보툴리눔독소증,"눈꺼풀 처짐, 말이 어눌해짐, 복통, 울렁거림, 설사, 변화된 표정, 변비, 마비 있어요."
4,보툴리눔독소증,아침마다 설사 증상이 나타나. 밤마다 변화된 표정이(가) 심해져. 특정 자세 취하면 마비이(가) 심해져. 밥 먹고 나면 변비이(가) 생겨. 울음 소리 약해짐 때문에 잠도 제대로 못 자. 갑자기 눈꺼풀 처짐이(가) 시작됐어.
4,보툴리눔독소증,설사 생긴 거 같아? 호흡 곤란 약간 있어요. 마비 느낌 있어요. 눈꺼풀 처짐 생김. 말이 어눌해짐 느낌 있어요. 복통 같아요. 울렁거림 느낌 있어요. 변화된 표정 생긴 거 같아요? 울음 소리 약해짐 있어요.
4,보툴리눔독소증,요즘 보툴리눔독소증 경고 뉴스가 많아.
4,보툴리눔독소증,"몸에 좀 이상이 느껴지긴 해, 보툴리눔독소증 때문인지는 모르겠지만."
4,보툴리눔독소증,"그냥 눈꺼풀 처짐이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고. 울음 소리 약해짐이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야. 마비이(가) 생긴 건지 착각인지 헷갈리긴 합니다. 솔직히 울렁거림이(가) 있긴 해요, 근데 신경 쓸 정도인지는 잘 모르겠어. 호흡 곤란이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요. 설사이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요. 그냥 변비이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고. 말이 어눌해짐이(가) 살짝 있긴 한데, 그냥 기분 탓일 수도 있어요."
4,보툴리눔독소증,"눈꺼풀 처짐, 말이 어눌해짐 온 것 같아."
4,보툴리눔독소증,복통 생긴 것 같아요. 울렁거림 생김. 변화된 표정 생긴 것 같아요. 설사 있는 거 같아. 호흡 곤란 온 듯. 눈꺼풀 처짐 같아. 변비 약간 있어. 울음 소리 약해짐 조금 생겼어.
4,보툴리눔독소증,"변비, 마비, 울렁거림, 울음 소리 약해짐, 눈꺼풀 처짐 온 것 같아."
4,보툴리눔독소증,"눈꺼풀 처짐이(가) 있긴 한데 막 심각한 건 아닌 거 같기도 해요. 그냥 말이 어눌해짐이(가) 생겼다 없어졌다 하는 거 같긴 합니다만, 좀 그렇네요. 솔직히 변화된 표정이(가) 신경 쓰이긴 하는데, 크게 아픈 건 아니야. 변비이(가) 있긴 있는데 병원 갈 정도까진 아닌 거 같기도 해. 설사이(가) 있긴 있는데 병원 갈 정도까진 아닌 거 같기도 해. 울음 소리 약해짐이(가) 막 심한 건 아닌데 계속 찝찝해. 약간 울렁거림 느낌이 들긴 해요, 아닌가 싶기도 하고."
4,보툴리눔독소증,요즘 보툴리눔독소증 사례가 늘고 있대.
4,보툴리눔독소증,"요즘 보툴리눔독소증 검사 받는 사람 많아졌다던데, 나도 받아야 하나 싶어."
4,보툴리눔독소증,"주변에 보툴리눔독소증 걸린 사람 있다던데, 좀 걱정되긴 하네."
5,두통,두통 느낌 좀 있는데요?
5,두통,"조이는 느낌이(가) 반복적으로 나타나고 있습니다. 몸에 빛, 점, 또는 선의 반짝거림이(가) 느껴집니다. 몸에 콧물/코막힘이(가) 느껴집니다. 계절 변화에 따라 통증의 세기이(가) 악화되고 있습니다. 아침마다 신체의 무감각 또는 저릿저릿함 증상이 나타납니다. 최근 언어장애이(가) 자주 발생하고 있습니다. 최근 메스꺼움이(가) 자주 발생하고 있습니다. 부분적인 시력 저하이(가) 심해져 잠을 제대로 이루지 못하고 있습니다. 밤마다 두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura)이(가) 심해집니다. 아침마다 눈 주변, 눈 위, 얼굴의 옆면에 심한 통증 증상이 나타납니다. 식사 후에 머리에서 맥박이 뜨는 것 같은 박동성 통증이(가) 발생하고 있습니다. 스트레스 받을 때 따끔거림이(가) 심해집니다. 눈꺼풀 부종/처짐이(가) 며칠째 계속되고 있습니다. 최근 눈 충혈 증상이 빈번하게 발생합니다. 날씨가 변할 때마다 빛 또는 소리에 과민해짐이(가) 나타납니다."
5,두통,"어디가 아픈 건지 조이는 느낌 때문인 건지 잘 구분이 안 돼요. 처음에는 부분적인 시력 저하이(가) 그냥 좀 그런 거였는데, 이게 계속돼. 언어장애이(가) 생긴 건지 착각인지 헷갈리긴 합니다. 두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura) 생겼는데, 그게 막 아픈 건 아니고 그냥 이상해. 사실 빛, 점, 또는 선의 반짝거림이(가) 생겼다고 하기엔 애매한데, 느낌은 좀 그래요. 그냥 통증의 세기이(가) 좀 느껴지는 거 같아, 막 심한 건 아니고. 그거 뭐지, 메스꺼움 같은 게 생겼는데, 별일은 아니겠죠? 그냥 눈꺼풀 부종/처짐이(가) 생겼다 없어졌다 하는 거 같긴 합니다만, 좀 그렇네요. 솔직히 눈 충혈이(가) 신경 쓰이긴 하는데, 크게 아픈 건 아니야. 그거 뭐지, 신체의 무감각 또는 저릿저릿함 같은 게 생겼는데, 별일은 아니겠죠? 따끔거림이(가) 막 아픈 것도 같고 아닌 것도 같고 그런 느낌이야."
5,두통,"솔직히 두통 걸릴 일은 없겠지 싶은데, 또 모르겠네."
5,두통,"그거 뭐지, 눈 주변, 눈 위, 얼굴의 옆면에 심한 통증, 빛 또는 소리에 과민해짐, 머리에서 맥박이 뜨는 것 같은 박동성 통증 같은 게 생겼는데, 별일은 아니겠죠?"
5,두통,"몸이 좀 이상한데, 이게 두통 때문인지는 모르겠어."
5,두통,"빛, 점, 또는 선의 반짝거림, 눈 충혈, 신체의 무감각 또는 저릿저릿함, 언어장애, 조이는 느낌, 따끔거림, 부분적인 시력 저하, 두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura), 콧물/코막힘, 눈 주변, 눈 위, 얼굴의 옆면에 심한 통증, 메스꺼움, 눈꺼풀 부종/처짐, 머리에서 맥박이 뜨는 것 같은 박동성 통증이(가) 있긴 한데 막 심각한 건 아닌 거 같기도 해요."
5,두통,"두통 걸리면 안 좋다는데, 정확히 뭔진 잘 모르겠어요."
5,두통,최근 두통 사례가 증가하고 있습니다.
5,두통,"어디가 아픈 건지 조이는 느낌, 신체의 무감각 또는 저릿저릿함, 눈꺼풀 부종/처짐, 통증의 세기, 메스꺼움, 빛, 점, 또는 선의 반짝거림, 눈 충혈, 콧물/코막힘, 부분적인 시력 저하, 머리에서 맥박이 뜨는 것 같은 박동성 통증, 두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura), 따끔거림 때문인 건지 잘 구분이 안 돼요."
5,두통,"두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura)이(가) 반복적으로 나타나고 있습니다. 특별한 원인 없이 눈 주변, 눈 위, 얼굴의 옆면에 심한 통증이(가) 생깁니다. 최근 통증의 세기 관련 증상이 잦아졌습니다. 아침마다 신체의 무감각 또는 저릿저릿함 증상이 나타납니다. 빛 또는 소리에 과민해짐이(가) 심해져 잠을 제대로 이루지 못하고 있습니다. 특별한 원인 없이 머리에서 맥박이 뜨는 것 같은 박동성 통증이(가) 생깁니다. 최근 부분적인 시력 저하 증상이 빈번하게 발생합니다. 조이는 느낌이(가) 며칠째 계속되고 있습니다. 최근 언어장애 증상이 빈번하게 발생합니다."
5,두통,통증의 세기이(가) 전보다 훨씬 심각해진 느낌이야.
5,두통,두통 걸리면 좀 골치 아파질 것 같긴 해요.
5,두통,최근 두통 관련 정보가 많이 공유되고 있습니다.
5,두통,두통 유행하고 있대.
5,두통,따끔거림이(가) 심해져 잠을 제대로 이루지 못하고 있습니다. 언어장애이(가) 며칠째 계속되고 있습니다. 콧물/코막힘이(가) 심해져 잠을 제대로 이루지 못하고 있습니다.
5,두통,가족 중에 두통 의심되는 사람 있어.
5,두통,두통 조기 발견이 중요하대.
5,두통,가만히 있어도 따끔거림이(가) 느껴집니다. 눈 충혈 증상이 계속되고 있습니다.
5,두통,"빛, 점, 또는 선의 반짝거림이(가) 점점 심해지는 것 같아. 신체의 무감각 또는 저릿저릿함이(가) 점점 심해지고 있어. 가만히 있어도 빛 또는 소리에 과민해짐이(가) 느껴져. 특정 자세 취하면 부분적인 시력 저하이(가) 심해져. 통증의 세기이(가) 나타났어. 밥 먹고 나면 콧물/코막힘이(가) 생겨. 요즘 눈꺼풀 부종/처짐 증상이 자주 생겨. 머리에서 맥박이 뜨는 것 같은 박동성 통증이(가) 전보다 훨씬 심각해진 느낌이야. 밤마다 두통 발작 전에 점진적으로 나타나 사라지는 조짐(Aura)이(가) 심해져. 요즘 따끔거림 관련 증상이 많아졌어."
6,뇌하수체기능저하증(소아),"친구가 뇌하수체기능저하증(소아) 이야기했는데, 괜히 찝찝하더라."
6,뇌하수체기능저하증(소아),갑자기 무월경이(가) 시작됐어. 요즘 피로감 증상이 자주 생겨. 복통 때문에 집중이 안 돼. 쉬는 중인데도 골다공증이(가) 심해지고 있어. 날씨 바뀔 때마다 여성호르몬 부족이(가) 생겨. 변비 증상이 계속되고 있어. 요즘 성격 변화 관련 증상이 많아졌어. 스트레스 받으면 건조한 피부이(가) 심해져. 쉬어도 갈증이(가) 안 나아. 월경불순이(가) 자꾸 반복돼. 쉬는 중인데도 체지방 증가이(가) 심해지고 있어. 쇼크이(가) 며칠째 계속되고 있어. 저혈당이(가) 자꾸 반복돼. 밤마다 체중 증가이(가) 심해져. 가만히 있어도 전해질 불균형이(가) 느껴져. 날씨 바뀔 때마다 난소기능의 저하이(가) 생겨. 키 작음 때문에 일상생활이 힘들어. 수유장애이(가) 점점 심해지고 있어. 탈수 때문에 집중이 안 돼. 밤마다 물을 많이 마심이(가) 심해져. 구역 증상이 계속되고 있어. 특정 자세 취하면 발기부전이(가) 심해져. 특별한 이유도 없이 성장지연이(가) 생겨.
6,뇌하수체기능저하증(소아),건조한 피부 조금 있는 것 같아요. 체지방 증가 약간 있어. 여성호르몬 부족 있는 거 같음. 월경불순 느낌 있음. 탈수 생긴 거 같아? 성격 변화 온 것 같아요. 저혈압 약간 있음. 쇼크 생긴 거 같아? 피로감 온 것 같아요. 수유장애 있어요. 구역 생긴 거 같아? 갈증 있는 거 같아요. 피하지방 증가 생긴 것 같아요. 체모의 감소 생긴 거 같아요? 난소기능의 저하 느낌 있어요. 체중 증가 생겼어. 성장장애 생긴 것 같아. 키 작음 좀 있는 듯. 복통 생겼어. 성장지연 같아요. 골다공증 좀 있는 듯. 전해질 불균형 생긴 듯. 물을 많이 마심 생긴 듯. 무월경 있는 거 같음. 저혈당 같음.
6,뇌하수체기능저하증(소아),전문가들이 뇌하수체기능저하증(소아) 조심하래.
6,뇌하수체기능저하증(소아),"건조한 피부, 피하지방 증가, 체중 증가, 월경불순, 쇼크, 수유장애, 여성호르몬 부족, 체지방 증가, 저혈당, 성장지연, 갈증, 탈수, 성장장애, 전해질 불균형, 복통, 구역, 무월경, 저혈압, 체모의 감소, 난소기능의 저하, 변비, 발기부전, 키 작음, 물을 많이 마심, 피로감, 골다공증 생겼어."
6,뇌하수체기능저하증(소아),뇌하수체기능저하증(소아) 걸린 거 같음.
6,뇌하수체기능저하증(소아),무월경으로 인해 집중력이 떨어지고 있습니다. 갑작스럽게 물을 많이 마심이(가) 시작되었습니다. 아침마다 난소기능의 저하 증상이 나타납니다.
